E, E, W, E, N, N, S, N, E, E, W, W, N, E, N, S, W, S, E, S, N, N, N, E, E, W, W, W, W, S, E, W, N, E, E, W, E, E, W, E, E, N, S, W, N, S, E, N, S, W,
W, E, E, E, N, W, S, W, S, E, W, E, N, N, S, N, E, W, E, E, W, W, S, N, N, N, S, S, W, W, E, W, E, W, W, W, S, N, N, S, E, N, S, E, E, W, E, W, E, W,
W, W, N, N, N, S, E, S, S, E, E, N, S, E, W, E, S, W, E, W, S, E, W, E, W, E, W, S, E, E, W, E, N, N, N, W, N, E, E, W, S, W, E, W, E, N, W, E, S, S,
N, S, W, N, S, N, N, S, E, W, E, W, N, E, W, S, N, E, S, S, S, S, N, N, S, W, N, N, E, S, W, W, W, S, W, N, E, N, W, S, N, E, W, N, W, W, E, W, N, N,
N, W, W, W, N, S, N, W, E, N, W, S, N, W, W, W, W, E, S, S, E, N, W, N, E, E, E, E, S, S, N, W, N, W, W, S, W, S, E, W, E, N, N, S, N, E, E, W, W, S,
W, E, N, W, S, E, W, N, E, W, E, W, E, E, E, W, W, W, W, W, E, E, S, S, N, N, W, W, W, W, E, W, E, E, W, W, E, W, W, S, N, W, E, E, E, W, W, W, S, N,
E, W, S, E, S, N, N, S, N, E, E, W, S, W, E, W, E, W, E, W, E, W, S, W, S, N, S, E, N, W, N, S, N, W, E, W, S, S, N, E, S, W, E, W, N, S, N, E, N, S,
W, W, N, S, N, E, W, N, E, E, W, S, S, W, N, S, N, N, E, E, W, E, E, W, W, W, E, S, W, S, N, E, W, S, N, S, E, E, E, W, W, E, W, E, W, N, S, E, E, W,
E, W, W, N, E, S, N, N, N, E, W, S, N, E, E, E, W, E, W, E, E, W, W, E, W, E, S, W, W, W, S, S, E, W, W, E, W, E, N, N, E, W, E, E, E, N, E, E, S, N,
E, S, N, W, W, N, E, W, W, W, E, W, E, E, E, W, W, E, E, W, E, W, W, W, E, W, E, W, W, W, S, N, W, E, E, W, W, E, E, E, E, E, W, E, W, E, E, E, E, E,
S, E, W, S, E, N, N, S, W, S, N, N, W, W, E, W, S, N, W, E, W, S, S, N, N, W, W, W, E, E, E, S, E, S, N, S, N, S, W, N, W, E, N, S, N, W, W, E, W, W,
W, N, W, W, S, S, E, E, E, W, E, W, W, W, E, W, E, W, W, E, N, N, W, E, W, E, E, W, W, E, W, S, S, W, N, S, N, N, E, S, W, N, S, N, S, E, S, W, N, N,
E, W, W, S, N, S, N, E, E, W, W, S, S, N, E, N, E, W, S, W, S, N, E, N, S, N, S, N, W, N, E, S, W, E, W, S, E, W, N, N, S, S, N, N, E, W, E, E, E, E,
E, E, S, S, E, W, N, E, W, N, E, S, S, W, N, S, E, N, W, N, W, W, E, E, W, W, E, E, S, N, W, W, E, W, E, W, W, W, W, E, W, S, W, E, N, W, E, W, S, E,
W, S, N, E, N, S, S, E, E, W, W, W, E, W, E, E, W, E, E, E, W, W, W, W, E, W, N, E, S, N, N, W, S, E, N, S, N, E, W, S, E, W, S, E, N, N, E, E, E, E,
W, E, W, W, E, W, W, W, W, E, W, E, E, E, E, E, E, W, E, W, W, W, W, W, W, S, S, N, E, N, S, S, N, W, N, S, N, S, S, E, W, N, N, S, N, E, S, W, N, E,
W, E, W, S, N, S, N, W, E, W, E, S, S, E, E, E, W, W, W, W, N, S, E, N, S, W, E, E, E, W, W, E, W, E, W, W, E, E, W, W, E, W, N, S, N, E, S, E, W, W,
E, N, S, E, W, E, W, W, N, S, N, E, S, N, S, W, S, N, N, S, S, E, W, N, E, W, E, S, N, S, N, S, W, N, N, S, E, N, W, E, E, E, W, E, E, E, E, S, S, E,
W, N, N, W, E, W, W, E, E, S, E, W, E, E, N, S, S, E, W, E, N, S, W, E, N, S, N, N, W, W, E, S, N, E, S, W, N, E, E, W, W, S, N, E, W, W, E, W, W, W,
W, W, S, W, N, S, N, E, E, E, E, E, E, E, S, S, N, S, W, N, E, S, W, E, N, S, N, S, W, E, W, E, N, W, S, S, E, N, W, N, W, E, S, E, N, W, E, S, S, N,
S, N, N, W, E, E, W, S, W, S, N, S, E, W, E, W, E, N, S, N, N, E, E, W, W, E, W, W, S, S, E, W, N, N, S, S, N, E, S, W, E, N, S, S, N, W, S, N, E, W,
E, N, W, W, W, W, E, E, E, S, N, S, S, N, S, N, N, E, W, S, E, N, E, W, E, E, W, W, E, W, E, E, E, S, S, N, W, S, E, E, W, E, E, S, N, W, W, N, W, E,
N, W, S, S, N, S, E, N, S, W, E, N, N, S, W, E, W, N, S, S, E, N, S, N, N, W, S, E, S, N, W, S, N, E, N, E, W, W, E, S, W, E, E, N, S, N, E, W, E, E,
E, E, E, W, W, W, E, W, W, W, E, W, S, N, E, E, W, S, W, W, E, W, S, N, E, E, W, S, N, E, E, W, N, E, W, W, S, W, E, N, W, W, E, S, N, S, N, E, S, S,
W, N, N, S, S, E, N, E, S, W, N, E, S, W, N, S, N, S, N, E, S, W, N, N, S, E, W, N, S, N, S, N, S, E, N, S, S, W, E, W, E, E, E, E, S, W, N, S, N, S,
N, E, S, S, N, W, E, S, E, E, N, E, S, W, W, W, W, E, N, N, W, S, N, S, W, N, W, W, E, W, N, S, E, E, S, E, S, E, S, E, S, S, E, N, S, W, E, W, N, E,
S, S, S, W, S, E, E, W, N, W, W, W, E, W, E, E, W, W, E, E, E, W, E, S, E, S, N, N, W, S, S, N, N, S, S, E, E, E, E, W, W, E, W, W, W, N, N, S, E, W,
S, N, S, E, W, E, W, N, E, W, N, S, N, S, S, N, E, S, N, S, W, W, W, W, E, W, E, W, S, E, E, E, W, W, E, W, W, S, E, E, E, N, N, E, N, W, E, N, E, W,
S, S, W, N, S, N, N, S, S, N, S, S, S, N, E, S, E, W, W, N, E, W, N, S, S, E, E, E, W, W, W, N, N, S, E, N, S, W, E, S, N, N, W, W, S, W, E, E, S, N,
E, N, W, N, N, E, W, S, S, S, N, S, W, E, W, W, E, W, W, E, E, W, E, E, W, W, E, W, E, E, N, E, N, N, N, N, N, S, W, S, N, S, E, N, S, N, W, S, W, W,
W, S, E, W, S, E, W, W, W, N, N, S, S, N, W, N, W, W, S, W, N, E, E, W, S, S, N, W, N, E, W, E, E, W, W, E, S, S, N, N, S, W, E, W, S, N, N, S, S, E,
N, W, S, N, N, S, N, S, N, E, S, N, W, E, E, E, W, W, E, E, E, N, S, S, S, N, N, S, W, E, E, W, E, E, N, E, S, N, S, N, S, W, W, W, W, N, S, E, N, W,
S, E, E, E, N, N, N, N, W, E, E, S, N, S, W, S, E, E, E, N, E, S, S, W, E, N, N, N, S, S, N, W, E, S, S, N, S, W, W, S, S, E, S, S, S, E, E, W, E, W,
E, E, W, S, E, W, W, E, W, W, N, S, W, S, N, S, E, W, E, N, N, S, N, N, N, W, S, E, S, N, N, N, N, E, N, S, S, S, S, S, W, W, E, N, S, N, S, W, E, E,
N, S, N, N, W, S, E, S, W, W, W, W, E, E, W, E, W, W, E, E, W, E, W, W, E, W, E, E, W, E, W, N, W, N, E, E, E, W, W, W, E, N, S, E, W, W, E, S, W, E,
E, W, W, S, E, E, E, N, N, N, N, E, W, S, E, N, N, W, N, E, S, N, S, S, W, N, S, W, W, E, W, N, N, E, W, W, W, W, E, E, W, E, W, W, E, W, E, N, N, S,
W, S, N, N, E, E, E, W, W, E, W, S, N, E, W, W, S, S, E, E, W, N, N, E, E, E, W, E, E, W, N, E, E, E, W, W, W, E, W, E, E, E, W, E, W, W, E, S, S, E,
W, E, W, W, W, E, E, E, W, W, W, E, E, E, W, E, W, E, E, E, W, W, W, W, E, E, W, E, W, E, E, W, E, W, E, W, E, E, E, S, S, W, N, S, E, W, N, S, N, S,
E, E, E, N, S, N, S, N, N, S, E, N, W, S, N, S, E, W, E, W, N, W, S, S, N, N, S, N, E, W, E, W, S, E, S, E, W, N, N, S, W, S, W, E, N, E, S, E, W, N,
W, E, S, W, W, W, N, N, W, W, W, W, E, W, E, E, E, E, W, S, E, W, N, W, W, E, W, E, E, W, S, W, W, W, W, W, E, E, E, E, E, W, W, E, E, W, W, W, W, E,
W, E, W, E, E, E, E, E, W, W, W, E, W, W, E, W, E, E, E, W, W, W, E, W, E, E, E, E, S, E, N, W, E, S, S, E, W, E, E, N, S, S, W, E, N, E, S, N, W, E,
N, S, N, W, E, S, S, E, W, E, W, N, N, W, S, S, N, N, E, W, S, E, W, E, W, E, S, E, W, N, W, N, S, S, W, W, W, N, E, N, W, W, W, W, W, E, E, E, W, E,
E, S, S, S, N, S, N, N, E, W, E, S, N, S, W, S, E, W, N, N, S, E, S, S, W, N, E, S, E, E, E, N, S, N, N, W, E, S, W, N, S, N, E, S, S, E, W, N, W, S,
N, N, S, S, E, W, E, W, W, E, W, E, E, W, W, W, W, N, S, N, N, W, E, E, S, W, N, E, W, S, W, S, N, S, N, N, W, E, W, E, S, S, N, N, S, S, N, S, E, W,
E, W, E, W, N, S, N, E, N, S, N, W, E, W, E, W, S, S, E, E, E, W, W, E, W, N, S, N, W, S, E, W, E, E, W, E, W, E, E, W, W, N, S, W, N, N, W, W, N, W,
E, E, E, E, S, N, S, N, W, S, S, W, E, N, S, W, N, N, S, S, E, W, N, S, N, E, S, N, S, W, N, N, W, E, S, E, N, S, S, S, N, N, W, S, N, W, E, E, W, W,
E, E, W, E, S, S, W, E, N, W, S, N, S, E, E, W, E, E, N, S, N, E, N, W, S, E, N, S, W, E, S, W, N, S, N, E, S, E, W, W, W, W, W, E, W, N, N, S, E, S,
E, S, W, W, N, E, W, N, W, W, E, E, S, S, N, E, S, N, N, S, N, S, S, E, E, N, E, W, E, W, E, S, N, N, S, N, S, S, E, E, E, N, S, N, S, N, S, N, W, E,
N, S, N, E, W, W, S, N, E, S, W, S, E, W, W, E, W, E, N, S, N, N, E, E, W, W, E, S, S, E, E, S, E, W, S, E, W, N, S, N, E, S, W, E, E, N, W, E, S, W,
E, N, S, N, S, W, E, N, S, W, E, N, S, W, N, E, N, S, S, W, N, S, N, S, E, W, N, N, S, S, E, N, N, S, W, S, N, N, W, E, S, N, S, E, S, N, W, E, N, W,
E, W, E, S, N, S, W, S, E, N, S, E, N, S, W, N, N, E, S, N, S, W, E, N, S, W, S, N, N, E, W, W, W, E, E, E, S, S, N, N, S, W, S, N, E, N, S, S, N, N,
W, S, N, E, W, S, S, N, E, N, S, W, E, W, N, W, E, W, E, S, E, W, S, N, E, W, N, E, W, E, W, W, E, S, S, N, S, N, N, E, W, S, E, S, W, E, N, N, W, W,
W, N, S, E, E, E, W, E, S, N, W, E, S, S, N, N, W, S, E, N, W, S, S, N, S, N, E, W, E, W, E, W, N, E, S, W, E, W, S, N, S, E, W, N, S, N, S, N, N, S,
E, W, N, W, W, W, E, N, N, W, S, S, W, W, E, E, W, W, N, N, W, S, N, S, N, E, E, S, N, S, N, S, W, S, N, N, E, W, E, W, E, S, W, S, N, E, E, W, N, E,
W, E, S, S, W, N, N, E, S, S, E, E, N, N, S, S, N, S, E, W, N, E, S, W, S, E, W, E, E, W, W, W, N, W, W, W, E, E, E, W, S, W, W, E, N, E, W, E, E, N,
S, N, S, N, W, E, W, S, S, W, W, N, N, S, W, S, E, E, W, N, N, W, S, S, S, E, N, S, E, E, E, E, W, E, W, N, N, W, S, W, E, W, S, N, N, E, W, S, S, N,
S, W, W, E, W, N, W, S, E, E, E, N, S, N, E, N, W, E, S, S, N, S, N, S, W, N, N, W, S, N, E, S, S, W, E, E, E, S, N, N, S, S, E, N, N, S, N, W, E, W,
E, S, W, S, W, E, W, E, N, S, N, E, S, N, N, E, E, E, W, W, W, E, E, W, W, E, E, W, W, E, E, E, E, W, W, W, W, S, S, E, E, W, W, E, E, W, E, E, W, E,
W, S, S, E, N, W, S, E, N, N, W, E, S, W, E, N, S, W, S, N, N, S, E, N, S, W, N, W, W, W, N, S, S, W, S, E, N, S, W, E, E, N, W, E, E, N, E, W, N, E,
W, E, W, E, E, E, E, W, W, W, E, N, E, W, E, E, W, E, W, E, E, W, W, W, S, E, E, E, E, E, E, W, E, E, S, W, E, S, N, N, E, E, W, W, W, E, S, N, E, E,
W, W, S, W, S, W, E, N, N, N, W, W, W, W, E, E, W, E, W, E, E, W, S, E, E, W, E, S, N, S, N, E, E, W, E, W, S, E, W, S, N, N, E, E, N, E, W, W, S, S,
N, S, E, E, E, W, W, E, W, E, E, W, W, W, W, E, N, S, W, N, N, S, E, N, E, W, W, W, W, W, E, E, W, W, E, E, W, E, W, W, E, W, W, W, W, W, W, W, S, E,
N, E, W, W, S, E, W, N, E, E, W, N, W, S, S, S, W, E, N, N, S, S, W, E, E, N, S, N, W, S, E, W, W, E, E, E, W, W, W, E, N, S, E, N, S, E, E, S, S, E,
N, S, E, W, N, S, E, N, S, N, W, S, N, S, E, N, N, S, W, N, W, E, W, W, N, W, N, S, S, E, E, E, E, W, W, E, S, S, E, N, S, N, N, S, N, W, S, S, N, E,
N, S, S, N, W, E, S, N, S, W, N, E, W, S, N, N, E, W, S, E, N, S, N, S, S, N, N, S, S, S, W, E, W, N, S, E, W, N, E, N, S, S, W, N, N, S, S, N, N, S,
S, E, W, N, E, N, W, S, N, W, W, N, E, W, E, W, E, W, S, N, E, W, N, S, N, E, S, W, E, N, W, E, S, N, E, E, E, W, E, W, W, W, E, W, S, S, W, W, W, E,
W, E, E, E, E, W, N, N, W, S, S, N, S, N, E, W, S, W, W, E, W, N, N, S, N, S, N, S, N, S, N, E, W, E, S, N, S, N, W, S, E, W, N, E, W, E, W, S, N, E,
S, S, W, N, S, E, N, W, E, W, S, N, S, W, W, W, N, E, N, W, W, W, E, E, W, N, E, S, S, N, S, N, N, S, N, E, W, E, W, W, E, W, W, W, E, E, W, W, N, E,
W, W, W, S, E, W, E, W, E, E, E, W, N, W, E, W, E, N, E, W, E, E, N, E, W, E, E, S, W, N, W, W, E, E, S, N, S, E, S, N, N, W, W, E, W, W, E, E, E, W,
S, E, S, W, E, E, E, W, W, N, W, E, N, S, S, E, W, N, W, N, E, S, S, N, N, S, N, S, S, W, E, N, W, E, S, N, S, N, S, S, W, N, N, W, S, W, W, E, E, E,
E, S, N, N, S, N, W, E, W, E, W, E, W, W, E, E, S, S, N, N, W, S, E, S, W, E, S, N, W, E, N, W, E, S, W, E, S, W, N, N, E, S, S, N, S, N, N, S, W, N,
E, S, S, N, S, W, E, N, W, E, W, E, S, E, E, E, N, W, N, S, S, N, E, W, E, S, E, E, N, E, N, W, S, N, E, E, E, W, W, S, N, E, W, S, S, W, E, W, N, E,
S, N, S, W, E, N, S, W, W, E, W, E, W, W, W, N, E, S, W, N, S, S, E, N, N, W, S, S, W, E, N, S, E, N, W, E, S, E, W, E, W, E, E, N, S, W, S, W, W, W,
W, W, E, E, E, W, E, W, W, W, E, W, E, N, S, N, W, E, S, E, E, N, E, N, S, N, S, S, S, E, W, N, W, N, E, S, N, S, S, E, N, W, N, N, E, N, W, S, S, E,
E, N, S, W, N, N, W, S, E, N, N, S, S, W, E, N, E, W, N, E, W, S, N, S, N, S, E, S, E, W, N, S, N, W, E, N, S, W, W, E, W, N, E, W, E, S, S, E, E, E,
W, W, W, W, W, W, N, N, W, W, E, W, E, S, S, N, N, W, W, E, W, W, W, E, E, W, E, W, W, W, W, W, W, E, W, S, N, S, W, E, S, W, N, E, N, W, S, S, E, W,
N, S, N, N, S, E, S, E, W, N, S, W, E, W, N, S, E, N, N, S, N, W, S, N, E, W, W, E, S, S, E, W, N, S, N, N, E, S, W, E, W, N, E, E, W, S, N, E, W, S,
S, W, E, W, N, E, W, S, S, N, E, S, W, N, S, N, S, S, E, N, S, N, W, S, N, E, N, S, N, E, W, E, E, W, W, W, S, S, N, N, S, S, N, N, S, N, E, E, W, S,
S, W, S, E, E, W, W, N, N, E, W, E, E, W, W, W, E, S, N, N, S, E, N, W, S, E, S, E, N, W, E, E, E, W, S, E, N, W, W, E, E, W, S, S, S, E, N, W, E, E,
N, W, E, E, W, W, W, S, E, N, S, S, N, S, N, S, W, N, N, N, N, E, W, W, W, W, N, S, E, W, N, N, W, E, S, E, W, N, S, N, S, S, E, W, E, E, W, E, E, E,
W, E, S, S, N, W, S, S, S, N, E, W, S, E, N, S, N, E, N, E, W, N, S, E, E, N, S, N, N, E, W, S, E, W, S, W, W, N, N, S, N, W, S, N, S, N, E, S, N, W,
E, W, S, N, W, E, E, W, E, S, N, W, E, W, S, S, E, N, W, S, N, S, E, W, E, N, W, E, W, S, E, N, S, N, S, E, E, E, S, N, N, N, W, S, N, S, N, E, E, S,
N, W, S, S, S, S, S, S, S, N, W, W, W, E, E, E, N, S, N, S, S, S, E, W, W, W, E, E, N, S, E, W, W, E, N, E, W, E, N, N, W, E, W, E, E, N, S, N, E, W,
W, E, N, S, S, N, N, W, E, N, W, E, S, S, S, W, N, E, W, S, N, E, E, W, N, S, N, S, N, W, E, N, N, S, W, N, E, W, E, N, W, S, N, S, S, E, S, W, S, S,
N, S, N, S, S, W, E, N, E, N, E, E, S, E, N, W, W, W, S, N, W, E, N, N, N, N, W, S, S, S, E, W, N, W, E, E, W, S, S, E, W, E, E, E, W, W, W, N, S, N,
E, S, N, S, S, W, S, S, W, E, W, S, W, E, N, E, S, W, E, N, W, S, W, E, W, W, E, E, N, N, E, W, E, S, W, S, W, W, E, E, E, W, E, E, W, W, E, W, E, W,
W, W, W, E, W, E, W, E, E, W, E, E, W, W, W, E, E, E, W, E, N, S, N, N, W, W, W, E, W, E, N, E, W, W, E, W, W, S, E, W, N, E, E, E, S, S, W, W, E, W,
W, E, W, E, S, E, E, W, W, W, E, S, W, E, E, E, E, E, E, S, W, W, E, E, N, E, W, W, W, N, W, N, N, S, N, S, E, W, E, W, S, W, E, W, N, E, N, W, E, N,
E, E, S, E, W, E, N, S, S, W, N, S, N, S, E, N, S, N, N, S, W, N, E, S, W, E, S, S, N, N, E, E, E, S, W, E, S, W, E, N, S, W, E, W, N, S, S, N, E, N,
W, E, W, E, W, E, S, S, N, N, N, N, W, N, S, S, W, E, W, E, N, S, E, S, N, N, S, S, N, S, N, W, W, E, W, W, N, W, S, N, N, E, W, S, S, E, E, W, E, W,
E, W, N, W, S, E, W, E, W, W, E, E, W, S, E, S, N, W, W, E, W, N, S, E, W, N, W, W, E, N, W, S, S, E, W, W, E, S, S, E, E, E, E, W, E, W, E, W, W, E,
E, W, W, E, W, E, E, W, W, W, W, N, E, N, W, W, E, S, E, W, S, E, W, N, N, N, N, S, E, N, E, W, E, W, N, W, N, W, W, N, N, W, S, E, N, W, W, W, W, N,
S, E, E, W, N, S, N, W, N, W, W, W, E, W, W, W, W, W, E, E, E, W, N, W, E, W, E, E, E, E, N, S, W, E, W, E, S, W, E, N, S, W, E, W, N, N, E, E, W, W,
S, N, S, N, S, N, E, S, S, N, N, W, S, N, E, E, W, E, W, W, S, S, N, S, E, W, N, N, E, W, W, W, W, W, W, E, W, W, S, W, S, N, E, S, W, E, E, E, W, E,
E, W, W, E, E, W, E, W, E, W, E, W, W, E, E, W, W, W, E, W, N, W, N, S, E, W, S, E, W, N, S, N, N, E, S, N, S, S, N, S, E, W, W, E, N, N, W, S, W, S,
N, E, N, E, W, S, W, E, N, W, S, E, W, N, E, E, W, W, E, E, W, S, S, W, E, E, W, W, N, N, E, S, N, E, W, S, W, N, E, E, S, S, E, E, E, E, W, E, E, S,
S, N, W, W, N, E, S, N, E, W, E, E, S, N, E, E, W, E, E, W, W, W, S, E, N, S, S, E, E, W, E, W, E, E, S, W, S, N, E, S, N, S, S, W, E, N, E, E, S, N,
S, E, W, N, S, S, S, S, E, S, N, N, S, S, S, E, N, W, W, N, S, N, E, N, S, S, W, N, E, W, N, W, W, W, N, S, E, W, E, E, E, N, S, N, E, S, W, E, S, N,
S, S, W, N, N, E, S, W, E, N, S, S, N, N, W, S, N, N, E, W, S, W, W, W, E, W, E, E, W, W, E, W, W, E, E, W, S, W, E, W, E, W, E, W, E, W, E, W, E, W,
E, E, W, W, E, E, E, N, N, S, S, S, E, S, N, N, W, N, S, N, N, E, E, W, S, S, W, S, E, S, W, N, E, N, S, W, E, W, N, S, S, W, W, E, W, E, S, E, N, S,
E, S, W, N, S, E, W, E, E, W, N, W, E, W, S, W, W, E, W, W, E, E, E, E, W, W, W, W, S, E, W, E, S, W, E, E, E, N, N, N, W, N, N, N, N, S, S, S, N, E,
W, S, N, S, E, E, W, N, N, W, N, E, W, E, N, S, W, N, E, S, N, W, S, N, E, W, E, W, S, N, S, E, N, W, S, S, E, W, W, E, E, S, N, N, S, N, W, S, W, E,
W, E, W, W, N, S, W, W, S, E, W, N, S, E, W, S, W, W, E, W, S, W, N, N, S, S, N, S, N, E, E, E, N, N, N, N, S, E, W, S, N, N, S, E, S, N, W, S, E, E,
E, W, W, S, S, W, W, W, S, E, W, N, S, E, N, S, N, W, E, N, N, W, W, E, E, W, W, W, S, N, W, E, E, W, E, W, W, S, E, E, W, E, W, E, W, S, E, W, W, W,
N, N, W, E, S, W, S, E, E, E, N, E, N, W, E, W, S, N, E, W, E, N, E, E, S, S, S, E, N, E, E, N, N, S, S, E, N, N, E, W, W, E, W, E, E, E, W, W, S, S,
W, W, W, W, S, S, S, W, E, W, S, E, W, E, W, N, S, N, N, E, W, W, E, E, W, S, E, W, S, N, S, W, W, W, E, E, E, W, W, E, E, E, W, E, N, S, W, N, N, S,
N, N, S, S, S, W, W, E, E, E, W, E, W, N, S, W, W, E, E, W, W, N, E, W, E, W, W, E, E, E, N, S, N, N, S, S, N, S, W, E, N, E, S, N, N, N, S, S, N, W,
N, S, S, E, N, N, N, E, W, W, N, S, S, E, W, E, N, W, N, E, W, E, N, W, E, W, S, S, E, S, N, N, N, W, S, N, S, S, E, S, N, W, N, S, S, N, E, N, W, S,
N, N, S, S, E, E, W, S, W, S, S, N, N, E, S, S, W, N, N, S, E, E, N, W, N, E, W, N, E, W, E, N, S, N, S, W, N, S, N, S, S, N, S, S, N, E, N, S, N, N,
N, W, W, E, W, W, W, S, E, N, E, S, W, N, S, N, E, E, S, W, N, E, S, S, N, N, W, W, W, S, S, W, N, E, N, W, S, E, N, E, W, S, S, W, E, N, W, S, N, E,
S, W, N, N, E, N, W, E, E, E, E, W, N, W, E, E, S, S, N, W, S, S, N, E, W, S, S, S, E, W, S, E, N, W, N, E, W, S, N, N, E, W, N, N, E, W, S, S, N, S,
S, N, S, N, N, S, N, S, E, S, S, W, S, N, N, S, E, N, W, E, N, W, W, N, N, N, S, E, W, E, W, N, W, E, S, S, N, E, N, S, W, E, S, E, E, E, W, N, N, S,
S, W, E, E, W, E, W, W, W, W, S, E, W, N, N, S, E, W, N, S, S, E, S, W, E, W, E, N, S, N, S, W, E, S, N, W, E, W, S, S, N, E, W, N, W, W, E, W, W, E,
W, E, W, E, W, E, E, E, S, E, S, W, W, E, E, N, W, S, W, E, W, E, E, W, E, W, N, N, N, N, S, N, N, E, S, W, N, E, W, N, W, W, S, S, N, S, W, E, N, N,
W, E, W, E, S, N, E, E, S, N, W, E, E, S, W, S, E, S, W, S, S, N, E, S, S, N, S, S, W, W, W, E, W, E, W, E, W, N, E, W, W, W, W, S, S, N, S, W, E, E,
S, S, N, W, E, S, N, N, N, S, N, N, N, W, N, S, E, S, N, W, S, N, N, W, S, W, W, E, E, W, W, E, S, E, W, W, N, E, E, E, E, W, S, N, E, S, W, N, E, E,
S, W, S, E, S, N, N, W, S, S, E, S, W, S, S, S, N, S, N, S, S, E, W, E, W, N, S, N, S, N, N, E, N, N, N, W, E, N, S, S, W, N, E, S, N, N, W, E, E, W,
S, W, E, S, W, S, S, S, S, N, N, E, W, N, E, S, W, S, S, E, W, N, E, W, E, S, E, W, W, E, N, N, W, S, S, E, E, E, E, E, W, E, E, E, E, E, E, W, E, W,
W, W, W, S, E, W, S, E, E, E, E, E, E, W, W, E, W, W, W, W, W, N, S, W, E, N, N, W, W, W, E, N, N, N, W, S, S, S, E, E, W, S, W, E, N, N, N, W, N, S,
N, E, W, E, S, N, E, W, S, S, N, N, E, N, E, W, E, E, S, W, E, N, S, N, S, N, W, S, S, N, N, W, W, E, W, S, S, S, W, S, N, S, N, S, W, W, E, W, W, E,
W, N, E, W, E, W, E, N, W, E, W, S, S, N, E, E, W, N, N, S, E, W, S, E, N, W, N, E, S, N, W, S, N, S, E, W, E, S, N, N, N, N, S, W, E, N, S, S, W, S,
E, S, W, N, E, S, N, W, S, E, S, N, W, E, N, N, W, E, S, E, S, S, W, N, N, E, W, E, S, S, E, E, N, E, N, S, W, S, N, S, W, E, E, N, N, N, S, W, E, W,
E, S, S, E, W, W, N, S, W, W, E, W, W, E, N, N, N, N, N, S, N, W, N, N, S, E, W, W, W, W, E, W, E, E, W, N, W, E, W, E, E, W, E, W, W, E, W, E, W, E,
E, E, W, W, W, E, W, E, E, E, N, E, W, N, E, W, S, E, S, W, N, S, N, S, W, W, W, E, W, E, E, E, W, W, W, W, E, W, E, W, W, S, S, E, W, E, E, W, W, N,
W, E, E, W, W, E, W, E, E, W, E, W, E, E, S, N, S, E, N, N, W, E, S, W, N, E, S, N, W, E, S, W, E, S, N, N, W, S, W, E, N, S, S, N, E, S, N, S, N, S,
W, E, S, N, S, S, N, W, N, N, S, E, N, S, S, S, S, S, W, N, N, N, N, S, S, S, E, S, S, N, N, W, S, E, W, E, W, S, E, E, E, W, E, W, E, N, N, N, S, E,
N, N, W, E, W, S, S, S, E, N, W, N, W, N, E, E, W, S, N, E, E, S, S, N, E, N, W, W, E, W, W, E, E, S, N, S, N, S, N, E, S, W, N, S, S, E, W, N, E, N,
W, S, N, S, N, W, W, E, W, E, W, W, S, S, S, S, N, N, S, E, W, N, E, S, S, S, N, N, W, S, S, N, S, W, E, E, E, E, S, E, N, N, E, W, S, S, N, S, E, W,
E, E, W, E, W, E, E, W, W, W, N, S, W, E, N, N, W, W, W, N, N, W, E, W, N, E, S, S, N, S, S, N, W, S, N, N, E, W, S, N, E, W, S, N, N, S, E, S, W, S,
W, W, N, S, E, W, E, E, W, W, E, W, E, E, W, E, N, E, W, S, W, W, W, E, N, W, S, N, S, E, N, W, E, W, E, W, N, N, S, S, E, S, E, E, E, E, E, W, N, E,
E, W, S, N, E, W, W, E, W, E, E, W, S, N, E, S, N, W, W, W, E, W, N, W, S, N, S, W, W, N, S, E, E, N, E, N, N, N, W, E, W, E, S, W, N, E, E, W, S, N,
S, W, N, S, S, E, N, S, W, E, W, N, S, S, E, W, E, S, E, E, S, S, W, W, E, W, W, W, W, W, W, E, W, N, E, E, W, E, E, W, E, E, E, W, E, E, N, S, E, W,
S, N, N, N, N, S, S, S, N, S, S, N, W, N, E, E, E, E, W, E, E, W, W, E, W, E, W, W, E, W, E, E, S, W, W, W, S, N, W, S, N, W, W, E, E, S, N, S, E, S,
N, W, N, W, W, W, W, W, E, N, E, W, W, W, E, W, N, E, E, E, E, E, W, E, W, E, W, W, W, W, E, W, E, W, E, E, E, E, E, E, E, W, S, W, E, S, N, S, W, W,
E, N, S, W, W, W, E, W, W, E, S, N, W, E, W, W, W, W, W, N, N, S, S, S, N, N, N, S, W, S, E, N, S, W, S, E, S, W, E, W, N, E, N, E, E, E, W, W, E, E,
E, W, W, W, E, W, E, W, E, W, E, E, E, E, W, W, W, E, E, W, E, E, S, S, E, S, W, E, W, S, S, N, S, E, S, N, S, N, S, E, W, E, W, E, W, E, W, E, W, N,
N, E, S, W, S, E, W, N, E, W, N, S, E, N, W, W, E, N, S, N, S, N, E, N, W, N, E, W, N, E, S, S, N, W, S, E, W, E, N, W, N, E, S, W, N, W, E, S, E, S,
W, S, E, W, N, W, E, W, E, E, N, N, S, N, E, S, W, E, E, W, E, N, S, E, N, S, E, E, S, W, W, E, E, W, W, E, E, W, W, N, N, W, S, S, W, W, E, W, W, S,
